鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號
西區,房地(土地+建物),臺中市西區向上路一段17巷1弄1~30號,69.0,住,,,1070501,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0860522,219.24,4,2,3,有,無,14580000,66502,,0.0,0,,RPPPMLRKPHNFFAB28CA
西區,房地(土地+建物)+車位,臺中市西區中美街121~150號,43.59,住,,,1070501,土地1建物1車位2,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050629,295.82,4,2,2,有,有,28000000,101276,坡道平面,52.92,3400000,,RPUNMLMKPHNFFAB08CA
南區,土地,下橋子頭段151~180地號,90.11,住,,,1070501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3433011,38098,,0.0,0,,RPXOMLTJPHNFFAB09CA
南區,房地(土地+建物)+車位,臺中市南區大慶街二段6之16巷31~60號,12.17,住,,,1070601,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0840525,120.56,4,2,2,有,有,5680000,47113,坡道機械,0.0,0,,RPTQMLKKPHNFFAB08CA
西區,房地(土地+建物),臺中市西區西屯路一段121~150號,4.84,住,,,1070501,土地1建物2車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701230,45.74,1,1,1,有,無,2000000,43725,,0.0,0,兩戶已打通,RPOPMLQJPHNFFAB97CA
南區,房地(土地+建物),臺中市南區忠明南路781~810號,5.63,商,,,1070501,土地2建物1車位0,五層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0931224,81.82000000000001,2,2,2,有,有,4720000,57688,,0.0,0,,RPRNMLRJPHNFFAB18CA
西區,房地(土地+建物),臺中市西區精誠28街1~30號,18.77,住,,,1070501,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801108,105.33,3,2,2,有,有,6300000,59812,,0.0,0,,RPQNMLTJPHNFFAB28CA
東區,房地(土地+建物)+車位,臺中市東區立德街211~240號,29.83,住,,,1070601,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041203,150.24,3,2,2,有,有,8500000,56576,坡道機械,20.01,0,,RPQNMLPJPHNFFAB87CA
南區,車位,臺中市南區學府路135巷1~30號,0.0,,,,1070601,土地0建物0車位1,地下二層，地下三層,二十四層,其他,見其他登記事項,鋼筋混凝土造,0851211,15.33,0,0,0,有,有,300000,,升降機械,15.33,300000,,RPUPMLPJPHNFFAB48CA
東區,房地(土地+建物)+車位,臺中市東區東福路61~90號,28.67,住,,,1070501,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060116,171.74,3,2,2,有,有,8980000,56234,坡道平面,32.5,1150000,,RPOOMLNJPHNFFAB57CA
南區,房地(土地+建物),臺中市南區明德街82巷1~30號,31.81,住,,,1070501,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0691231,94.75,3,2,2,有,無,4100000,43272,,0.0,0,,RPOOMLTLOHNFFAB28CA
西區,房地(土地+建物),臺中市西區大業路1~30號,11.08,住,,,1070501,土地1建物1車位0,一層，二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0850829,96.69,0,0,0,無,有,6300000,65157,,0.0,0,,RPSNMLKMOHNFFAB77CA
西區,房地(土地+建物)+車位,臺中市西區三民路一段31~60號,7.59,住,,,1070501,土地2建物2車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,92.28,3,2,2,有,無,4680000,50715,坡道機械,0.0,0,,RPWPMLMJPHNFFAB38CA
西區,房地(土地+建物),臺中市西區大仁街31~60號,4.51,商,,,1070501,土地1建物1車位0,四層,八層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0840812,39.21,1,1,1,有,有,2100000,53558,,0.0,0,,RPVNMLMJPHNFFAB08CA
南區,房地(土地+建物),臺中市南區大慶街二段15巷1~30號,9.03,住,,,1070601,土地1建物1車位0,五層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820211,34.89,1,0,1,有,有,1630000,46718,,0.0,0,,RPTNMLTLOHNFFAB68CA
南區,車位,臺中市南區學府路135巷1~30號,0.0,,,,1070601,土地0建物0車位11,地下二層，地下三層,二十四層,其他,見其他登記事項,鋼筋混凝土造,0851211,168.55,0,0,0,有,有,2750000,,升降機械,168.52,2750000,,RPWOMLTLOHNFFAB09CA
南區,車位,臺中市南區學府路135巷1~30號,0.0,,,,1070601,土地0建物0車位2,地下二層，地下三層,二十四層,其他,見其他登記事項,鋼筋混凝土造,0851211,30.64,0,0,0,有,有,560000,,升降機械,30.64,560000,,RPXOMLTLOHNFFAB56CA
中區,房地(土地+建物),臺中市中區臺灣大道一段301~330號,3.4,商,,,1070501,土地1建物1車位0,八層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0810914,36.22,1,1,1,有,有,1500000,41414,,0.0,0,,RPPPMLTLOHNFFAB48CA
中區,房地(土地+建物),臺中市中區臺灣大道一段301~330號,3.23,商,,,1070501,土地1建物1車位0,八層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0810914,31.42,1,1,1,有,有,1200000,38192,,0.0,0,,RPQPMLTLOHNFFAB58CA
西區,房地(土地+建物)+車位,臺中市西區向上一街1~30號,21.65,住,,,1070601,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880115,124.95,3,2,2,有,有,7600000,60824,坡道機械,0.0,0,,RPXOMLSLOHNFFAB09CA
西區,房地(土地+建物),臺中市西區美村路一段31~60號,3.77,商,,,1070501,土地1建物1車位0,九層,十四層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0850829,39.620000000000005,1,1,1,有,有,2000000,50480,,0.0,0,,RPSOMLNJPHNFFAB97CA
東區,房地(土地+建物),臺中市東區興大路1~30號,12.45,住,,,1070501,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831228,123.63,3,1,2,有,有,5180000,41899,,0.0,0,,RPUOMLNJPHNFFAB18CA
東區,房地(土地+建物),臺中市東區東昇路436巷1~30號,114.82,住,,,1070601,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1040416,289.23,4,2,6,有,無,20880000,72192,,0.0,0,,RPRNMLQJPHNFFAB08CA
西區,房地(土地+建物)+車位,臺中市西區華美西街一段121~150號,22.12,住,,,1070601,土地1建物1車位1,七層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,0800204,205.04,2,1,1,有,有,7000000,34140,坡道機械,0.0,0,,RPTNMLQJPHNFFAB28CA
南區,房地(土地+建物)+車位,臺中市南區五權南路181~210號,7.45,住,,,1070601,土地2建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0970730,94.47999999999999,1,1,1,有,有,6100000,64564,坡道平面,31.97,0,,RPROMLTJPHNFFAB48CA
西區,房地(土地+建物),臺中市西區五權三街1~30號,72.0,住,,,1070501,土地1建物1車位0,全,二層,透天厝,商業用,見其他登記事項,0600708,116.7,4,4,2,有,無,15000000,128535,,0.0,0,,RPSOMLTJPHNFFAB58CA
西區,房地(土地+建物),臺中市西區中華路一段1~30號,15.69,商,,,1070601,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760623,117.56,3,2,2,有,有,5020000,42702,,0.0,0,,RPRNMLKKPHNFFAB57CA
東區,土地,旱溪段181~210地號,17.0,住,,,1070601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,667900,39288,,0.0,0,未辦繼承登記土地向政府申請標售土地,RPQOMLKKPHNFFAB57CA
南區,房地(土地+建物),臺中市南區學府路151~180號,1.94,住,,,1070601,土地3建物1車位0,一層,十九層,其他,見其他登記事項,鋼筋混凝土造,0860428,21.32,0,0,0,無,有,1000000,46904,,0.0,0,,RPVNMLSKPHNFFAB78CA
西區,房地(土地+建物),臺中市西區華美街91~120號,22.15,住,,,1070401,土地1建物1車位0,一層，二層，騎樓,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0841205,119.52,3,2,2,有,有,8000000,66934,,0.0,0,,RPTPMLSKPHNFFAB78CA
西區,房地(土地+建物)+車位,臺中市西區臺灣大道二段481~510號,18.28,商,,,1070601,土地1建物1車位2,十六層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1011121,262.32,4,2,2,有,有,15000000,57182,坡道平面,55.18,0,二親等間的買賣,RPVOMLMKPHNFFAB28CA
南區,房地(土地+建物)+車位,臺中市南區忠明南路1081~1110號,21.43,住,,,1070501,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060213,176.4,3,1,2,有,有,13000000,73696,坡道平面,23.86,0,,RPXOMLRKPHNFFAB98CA
西區,土地,後子段211~240地號,55.67,住,,,1070601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15156000,272247,,0.0,0,,RPORMLSKPHNFFAB48CA
南區,車位,臺中市南區德富路1~30號,0.0,,,,1070501,土地0建物0車位1,,,其他,,,,26.64,0,0,0,有,無,1350000,,坡道平面,26.64,1350000,,RPQRMLTKPHNFFAB78CA
東區,房地(土地+建物)+車位,臺中市東區十甲路391~420號,10.44,住,,,1070601,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830702,89.49000000000001,3,2,2,有,有,4150000,46374,坡道機械,0.0,0,,RPVQMLQLPHNFFAB98CA
北屯區,房地(土地+建物)+車位,臺中市北屯區天津路四段1~30號,25.06,住,,,1070501,土地1建物1車位1,一層，二層，騎樓,十四層,店面(店鋪),住商用,鋼筋混凝土造,0820212,157.62,3,2,2,有,無,15380000,97576,坡道機械,0.0,0,,RPVPMLTLOHNFFBB56CA
北屯區,房地(土地+建物),臺中市北屯區昌平路二段50之6巷1~30號,4.41,商,,,1070601,土地2建物1車位0,十層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0801228,31.72,1,0,1,有,有,1300000,40984,,0.0,0,,RPXPMLTLOHNFFBB76CA
北屯區,土地,同榮段541~570地號,1405.04,其他,,,1070501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,65879030,46888,,0.0,0,,RPQOMLMJPHNFFBB77CA
北區,房地(土地+建物),臺中市北區五常街361~390號,2.67,住,,,1070601,土地1建物1車位0,九層,十七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0971128,30.130000000000003,1,1,1,有,有,2400000,79655,,0.0,0,,RPTQMLTLOHNFFBB09CA
北區,土地,錦村段91~120地號,40.5,住,,,1070501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3500000,86420,,0.0,0,,RPRNMLNJPHNFFBB87CA
北屯區,房地(土地+建物)+車位,臺中市北屯區太順路1~30號,25.16,住,,,1070501,土地1建物1車位2,一層，二層，見其他登記事項,十四層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1050602,241.97,1,1,2,有,有,14680000,60669,坡道平面,48.12,0,,RPPPMLNJPHNFFBB87CA
北區,房地(土地+建物)+車位,臺中市北區衛道路241~270號,19.64,商,,,1070401,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881120,196.69,4,2,2,有,有,10400000,52875,升降平面,0.0,0,,RPRQMLNJPHNFFBB18CA
北屯區,房地(土地+建物),臺中市北屯區三光巷16弄31~60號,68.0,住,,,1070601,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0970403,169.03,4,3,3,有,無,11000000,65077,,0.0,0,,RPVPMLNJPHNFFBB48CA
北區,房地(土地+建物),臺中市北區漢口路四段181~210號,4.98,住,,,1070601,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821109,33.05,1,0,1,有,有,1560000,47201,,0.0,0,,RPTQMLNJPHNFFBB38CA
北區,房地(土地+建物)+車位,臺中市北區育強街78巷1~30號,20.13,商,,,1070601,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960929,160.46,4,2,2,有,有,9100000,56712,坡道平面,18.11,0,,RPSPMLMJPHNFFBB08CA
北屯區,土地,大觀段511~540地號,232.29,住,,,1070501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15448000,66503,,0.0,0,,RPTPMLMJPHNFFBB18CA
北屯區,房地(土地+建物)+車位,臺中市北屯區雷中街18巷31~60號,30.86,住,,,1070601,土地1建物2車位1,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810104,120.31,3,2,2,有,無,5780000,48039,升降機械,0.0,0,,RPVPMLMJPHNFFBB38CA
北屯區,房地(土地+建物),臺中市北屯區東山路一段138巷61~90號,76.0,住,,,1070501,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830420,166.37,4,2,3,有,無,11000000,66118,,0.0,0,含增建或未登記建物。所有權人共二人,RPXRMLOJPHNFFBB98CA
北屯區,車位,臺中市北屯區太原路三段1171~1200號,3.77,住,,,1070601,土地0建物0車位1,,,其他,,,,34.73,0,0,0,有,無,1100000,,坡道平面,34.73,1100000,,RPOQMLOJPHNFFBB97CA
北區,房地(土地+建物)+車位,臺中市北區英士路1~30號,10.47,商,,,1070301,土地1建物1車位2,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980902,99.19,1,1,1,有,有,5800000,58474,坡道機械,29.62,0,,RPUOMLQJPHNFFBB58CA
北屯區,房地(土地+建物),臺中市北屯區文心路四段811~840號,2.43,商,,,1070601,土地1建物1車位0,十層,二十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850627,41.78,1,1,1,有,有,2020000,48348,,0.0,0,,RPRQMLQJPHNFFBB48CA
北屯區,房地(土地+建物),臺中市北屯區北屯路240巷31~60號,7.01,住,,,1070601,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810627,65.83,2,1,1,有,有,3000000,45572,,0.0,0,,RPUPMLPJPHNFFBB58CA
北屯區,房地(土地+建物)+車位,臺中市北屯區和福路151~180號,16.69,商,,,1070601,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010807,161.61,3,2,2,有,有,7900000,48883,坡道平面,34.66,0,,RPQOMLPJPHNFFBB08CA
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段421~450號,22.97,住,,,1070601,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030923,159.72000000000003,3,2,2,有,有,8180000,51215,坡道平面,29.99,0,,RPOSMLLKPHNFFBB97CA
北屯區,房地(土地+建物),臺中市北屯區安順東二街31~60號,14.07,住,,,1070601,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831116,94.71000000000001,2,2,1,有,無,4300000,45402,,0.0,0,,RPPNMLKKPHNFFBB47CA
北屯區,房地(土地+建物),臺中市北屯區麻園西街31~60號,26.87,住,,,1070601,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750423,99.50999999999999,3,2,1,有,有,4500000,45222,,0.0,0,,RPVOMLTJPHNFFBB98CA
北屯區,房地(土地+建物),臺中市北屯區太原路三段352巷91~120號,59.0,住,,,1070501,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0590718,84.33,2,2,2,有,無,6800000,80636,,0.0,0,,RPQNMLSJPHNFFBB28CA
北屯區,房地(土地+建物)+車位,臺中市北屯區軍福七路151~180號,20.62,住,,,1070601,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031106,182.42000000000002,3,2,2,有,有,10900000,59752,坡道平面,25.55,0,,RPRNMLSJPHNFFBB38CA
北屯區,房地(土地+建物)+車位,臺中市北屯區中清路二段415巷91~120號,32.04,住,,,1070501,土地1建物1車位1,一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020609,154.54,3,2,2,有,有,8880000,62767,坡道平面,30.59,1100000,,RPUNMLRJPHNFFBB58CA
北屯區,房地(土地+建物),臺中市北屯區國豐街239巷1~30號,40.5,住,,,1070601,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780203,143.07,4,2,2,有,無,6000000,41938,,0.0,0,,RPTOMLSKPHNFFBB78CA
北屯區,房地(土地+建物)+車位,臺中市北屯區祥順路一段421~450號,23.71,住,,,1070501,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061123,185.67,3,2,2,有,有,9500000,51166,坡道平面,20.63,0,,RPUOMLQLPHNFFBB78CA
北屯區,房地(土地+建物)+車位,臺中市北屯區軍福十三路181~210號,23.94,商,,,1070501,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050822,219.73,4,2,2,有,有,12150000,55295,坡道平面,24.81,0,,RPSPMLNLPHNFFBB38CA
北屯區,房地(土地+建物)+車位,臺中市北屯區景賢二路61~90號,16.12,住,,,1070501,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950519,117.47,2,2,1,有,有,5600000,47672,坡道平面,25.36,0,,RPQSMLSKPHNFFBB88CA
南屯區,房地(土地+建物)+車位,臺中市南屯區五權西路二段241~270號,25.37,住,,,1070401,土地1建物1車位2,十七層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040427,338.65,4,2,3,有,有,25350000,74856,坡道平面,46.68,0,,RPSUMLTLOHNFFCB86CA
西屯區,房地(土地+建物)+車位,臺中市西屯區逢大路31~60號,39.18,住,,,1070501,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940704,187.0,4,2,2,有,有,9250000,49465,坡道平面,0.0,0,,RPPPMLMJPHNFFCB87CA
西屯區,房地(土地+建物),臺中市西屯區上明一街1~30號,14.9,住,,,1070601,土地1建物1車位0,一層,十四層,店面(店鋪),商業用,鋼筋混凝土造,0850119,39.989999999999995,1,1,1,有,有,4390000,109777,,0.0,0,,RPPQMLMJPHNFFCB97CA
西屯區,房地(土地+建物),臺中市西屯區福瑞街66巷1~30號,4.15,住,,,1070601,土地1建物1車位0,六層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830318,22.12,1,0,1,有,有,650000,29385,,0.0,0,,RPORMLMJPHNFFCB97CA
西屯區,房地(土地+建物)+車位,臺中市西屯區上明二街31~60號,13.78,住,,,1070401,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850119,109.06,3,2,2,有,有,6880000,63085,坡道機械,0.0,0,,RPPNMLQJPHNFFCB08CA
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路三段331~360號,51.66,住,,,1070401,土地2建物1車位2,十六層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060822,241.81,4,2,2,有,有,27080000,123878,坡道平面,49.04,3200000,,RPVPMLQJPHNFFCB88CA
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路三段331~360號,39.92,住,,,1070301,土地2建物1車位1,三層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060822,184.32999999999998,3,2,2,有,有,19280000,110631,坡道平面,24.52,1600000,,RPWPMLQJPHNFFCB98CA
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路三段361~390號,40.49,住,,,1070401,土地2建物1車位1,十三層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060822,186.64,4,2,2,有,有,22680000,130027,坡道平面,24.52,1600000,,RPXPMLQJPHNFFCB09CA
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路三段331~360號,46.68,住,,,1070201,土地2建物1車位2,十五層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060822,219.54000000000002,4,2,2,有,有,24330000,123930,坡道平面,49.04,3200000,,RPOQMLQJPHNFFCB28CA
西屯區,土地,民安段1711~1740地號,35.48,住,,,1070501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5247400,147897,,0.0,0,,RPPRMLQJPHNFFCB48CA
西屯區,土地,民安段1711~1740地號,13.3,住,,,1070501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1931900,145256,,0.0,0,,RPTPMLPJPHNFFCB58CA
南屯區,房地(土地+建物)+車位,臺中市南屯區黎明路二段121~150號,15.4,住,,,1070501,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840220,126.81,3,2,2,有,有,7800000,61509,坡道機械,0.0,0,,RPRPMLOJPHNFFCB28CA
